Code,Short,Name (Eng),Name (Chi),Principal Office,Place Incorporated,Principal Activities,Industry Classification,Currency,Issued Shares,Authorised Shares,Par Value,Board Lot,Listing Date,Remark
08106,ZHEDA LANDE,Zheda Lande Scitech Ltd. - H Shares,浙江浙大網新蘭德科技股份有限公司 - H股,"13/F, Block ANo 1 Xi Yuan Eight RoadXihu District, Hangzhou CityZhejiang Province, PRC",PRC,"Provision of telecommunication solutions, trading of hardware and computer software, provision of telecommunication value-added services and investment holding.",Information Technology - Software & Services - Software (HSIC*),HKD,"262,125,000",N/A,RMB 0.1000,5000,3/5/2002,New
08108,GRAND PEACE,Grand Peace Group Holdings Ltd.,福澤集團控股有限公司,Room 1005C.C. Wu Building302-308 Hennessy RoadWanchai Hong Kong,Bermuda,"Provision of funeral services, sales of funeral related products and loan financing business.",Consumer Services - Support Services - Support Services (HSIC*),HKD,"461,359,756","1,000,000,000",HKD 1.0000,2000,14/7/2000,New
08109,KIRIN GROUP,Kirin Group Holdings Ltd.,麒麟集團控股有限公司,"23/FSang Woo BuildingNo 227-228 Gloucester RoadWan Chai, Hong Kong",Bermuda,"Provision of energy efficiency solutions and engineering consultant services in the PRC, insurance brokerage services in Hong Kong, money lending services in Hong Kong and information technology services in the Philippines.",Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"1,266,767,250","3,000,000,000",HKD 0.0500,15000,31/1/2002,New
08111,CT SOLARPOWER,China Technology Solar Power Holdings Ltd.,中科光電控股有限公司,"Room 1801, 18th FloorKai Tak Commercial Building317 & 319 Des Voeux Rd CentralHong Kong",Cayman Islands,Sales of solar power related products; new energy power system integration business; sales of self-service automatic teller machine systems and printing systems; and provision of hardware and software technical support services.,Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"1,430,012,850","2,500,000,000",HKD 0.1000,5000,3/1/2001,New
08112,FOCUS MEDIA,Focus Media Network Ltd.,Focus Media Network Ltd.,"6th Floor, 603Citicorp Centre18 Whitfield RoadNorth Point, Hong Kong",Cayman Islands,"Advertising and media, retail of skin care products, provision of nursery services, and film development, production and distribution.",Consumer Services - Media & Entertainment - Advertising & Marketing (HSIC*),HKD,"2,294,184,480","10,000,000,000",HKD 0.0100,24000,28/7/2011,New
08113,HI-LEVEL TECH,Hi-Level Technology Holdings Ltd.,揚宇科技控股有限公司,"Room 614, 6/FTower B, Hunghom Commercial Ce37 Ma Tau Wai RoadHung Hom, Kowloon, Hong Kong",Cayman Islands,"Sale of electronic components (mainly ICs and panels) together with the provision of IDH Services to ODMs and OBMs of consumer electronics products including multimedia players, ELAs, tablets, set-top boxes, video-imaging devices & e-Books.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"600,000,000","2,000,000,000",HKD 0.0100,10000,7/1/2016,New
08115,SHANGHAI QINGPU,Shanghai Qingpu Fire-Fighting Equipment Co. Ltd. - H Shares,上海青浦消防器材股份有限公司 - H股,1988 Jihe RoadHua Xin TownQingpu District ShanghaiPRC,PRC,"Manufacture and sale of pressure vessels, provision of fire technology inspection services, manufacture and trading of iron casted grooved couplings and trading of sanitary-ware and other products.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"55,560,000",N/A,RMB 0.1000,4000,30/6/2004,New
08116,C FORTUNE INV,China Fortune Investments (Holding) Ltd.,中國幸福投資(控股)有限公司,"Room 220422/F, MassMutual Tower38 Gloucester RoadWanchai, Hong Kong",Cayman Islands,"Retail business of diamonds and gemstone and related jewellery in China, retail and trading business of wine, cigar and golf products in Hong Kong.","Consumer Goods - Textiles, Clothing & Personal Care - Jewellery & Timepieces (HSIC*)",HKD,"2,393,006,528","100,000,000,000",HKD 0.0050,20000,25/7/2000,New
08117,CHI P ENERGY,China Primary Energy Holdings Ltd.,中國基礎能源控股有限公司,"Suite 701, Ocean Centre5 Canton RoadTsim Sha TsuiKowloon, Hong Kong",Cayman Islands,"Manufacture and sale of polyethylene pipes, sale of composite materials, transmission and distribution of natural gas.",Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"930,897,672","1,920,000,000",HKD 0.0625,10000,13/12/2001,New
08119,THIZ TECHNOLOGY,Thiz Technology Group Ltd.,即時科研集團有限公司,"Unit 810, 8/F, Tower BHunghom Commercial Centre37 Ma Tau Wai RoadTo Kwa Wan, Kowloon, Hong Kong",Cayman Islands,"Property leasing; trading business; and an information technology industry, which is the development and provision of Linux solutions including Linux operating systems, application systems run on Linux.",Properties & Construction - Properties - Property Investment (HSIC*),HKD,"225,570,261","430,000,000",HKD 1.0000,10000,27/7/2001,New
08120,CH DEMETER INV,China Demeter Investments Ltd.,中國神農投資有限公司,"3/F., Central 8888-98 Des Voeux Road CentralCentralHong Kong",Bermuda,Feedstock products and animal husbandry businesses; money lending business; securities investment business; and food and beverage business.,Conglomerates - Conglomerates - Conglomerates (HSIC*),HKD,"650,796,125","100,000,000,000",HKD 0.0100,20000,10/4/2001,New
08121,GURU ONLINE,Guru Online (Holdings) Ltd.,超凡網絡(控股)有限公司,"Level 22AIA Tower183 Electric RoadNorth Point, Hong Kong",Cayman Islands,"Digital advertisement placement services; social media management services; and creative and technology services, and engagement in an Internet marketing platform for the travel industry.",Consumer Services - Media & Entertainment - Advertising & Marketing (HSIC*),HKD,"1,667,200,000","10,000,000,000",HKD 0.0100,10000,29/5/2015,New
08122,THELLOY DEV,Thelloy Development Group Ltd.,德萊建業集團有限公司,"2/F, Centre 60082 King Lam StreetLai Chi KokKowloon, Hong Kong",Cayman Islands,"Providing building construction services; and repair, maintenance, alteration and addition works services.",Properties & Construction - Construction - Building Construction (HSIC*),HKD,"800,000,000","2,000,000,000",HKD 0.0100,8000,9/10/2015,New
08123,FIRST CHINA NET,First China Financial Network Holdings Ltd.,首華財經網絡集團有限公司,16th FloorCMA Building64-66 Connaught Road CentralHong Kong,Cayman Islands,"Precious metals spot trading&brokerage; services;stock information&research; services;research&develop; student safety network&electronic; student card; securities&futures; trading services, corporate finance services&wealth; management services.",Financials - Other Financials - Securities & Brokerage (HSIC*),HKD,"6,498,958,120","10,000,000,000",HKD 0.0100,6000,11/1/2002,New
08125,KATE CHINA,Kate China Holdings Ltd.,中持基業控股有限公司,"Suite 2201, 22/FChina Resources Building26 Harbour RoadWanchai, Hong Kong",Hong Kong,Provision of design and fitting-out service and provision of design and procurement of furnishings and decorative materials services.,Properties & Construction - Construction - Building Construction (HSIC*),HKD,"363,000,000",N/A,N/A,4000,18/7/2014,New
08126,G. A. HOLDINGS,G.A. Holdings Ltd.,G. A. 控股有限公司,Unit 1203	Eton Tower	8 Hysan Avenue	Causeway Bay Hong Kong,Cayman Islands,"Sales of motor vehicles and provision of car-related technical services, servicing of motor vehicles and sales of auto parts.",Consumer Goods - Automobiles - Automobiles (HSIC*),HKD,"476,300,000","2,000,000,000",HKD 0.1000,4000,17/6/2002,New
08127,SEASON PACIFIC,Season Pacific Holdings Ltd.,雲裳衣控股有限公司,"5/F, AIA Financial Centre112 King Fuk StreetSan Po KongKowloon, Hong Kong",Cayman Islands,Sells apparel products with the provision of supply chain management total solutions to customers.,"Consumer Goods - Textiles, Clothing & Personal Care - Apparel (HSIC*)",HKD,"1,000,000,000","10,000,000,000",HKD 0.0100,20000,7/10/2015,New
08128,C G SOURCE ENGY,China Ground Source Energy Industry Group Ltd.,中國地能產業集團有限公司,"Units 3709-10, 37/FThe Center99 Queen's Road CentralCentral, Hong Kong",Cayman Islands,"Provision, installation and maintenance of shallow ground energy utilisation system; trading of investment securities; investment in properties for its potential rental income.",Industrials - Industrial Engineering - Environmental Engineering (HSIC*),HKD,"2,876,375,117","16,000,000,000",USD 0.0100,8000,30/11/2001,New
08129,CH BIO CASSAVA,China Bio Cassava Holdings Ltd.,中國生物資源控股有限公司,"Unit 3912, 39th FloorCOSCO Tower183 Queen's Road CentralHong Kong",Cayman Islands,"Development of computer software and embedded systems, sales and licensing of the software and systems, development of biotech renewable energy and provision of financing services.",Information Technology - Software & Services - Software (HSIC*),HKD,"2,482,150,000","50,000,000,000",HKD 0.0100,20000,18/5/2001,New
08130,ZHI CHENG H,Zhi Cheng Holdings Ltd.,智城控股有限公司,"Room 3203, 32nd FloorTower 1, Admiralty Centre18 Harcourt RoadHong Kong",Bermuda,"Provision of financial leasing and other financial services, provision of consultancy services, advertising and media related services, provision of project management services, travel agency and related operations.",Consumer Services - Media & Entertainment - Advertising & Marketing (HSIC*),HKD,"2,580,852,599","20,000,000,000",HKD 0.0100,20000,26/8/2002,New
08131,ABC MULTIACTIVE,abc Multiactive Ltd.,辰罡科技有限公司,"23/F., On Hing BuildingNo.1 On Hing TerraceCentralHong Kong",Bermuda,Designing and sale of computer software and the provision of professional and maintenance services for such products.,Information Technology - Software & Services - Software (HSIC*),HKD,"240,886,450","10,000,000,000",HKD 0.1000,2000,31/1/2001,New
08132,CHINAOILGANGRAN,China Oil Gangran Energy Group Holdings Ltd.,中油港燃能源集團控股有限公司,"Suites 707-9, 7th FloorPrudential Tower, The GatewayHarbour CityKowloon, Hong Kong",Cayman Islands,"Development of liquefied natural gas, compressed natural gas; provision of programming services, web services, mobile marketing solutions and development of mobile phone games; and sales and manufacture of power and data cords.",Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"10,120,112,744","80,000,000,000",HKD 0.0001,20000,18/5/2011,New
08133,JETE POWER,Jete Power Holdings Ltd.,鑄能控股有限公司,"Factory Unit 13A, 9th FloorVanta Industrial CentreNos. 21-33 Tai Lin Pai RoadKwai Chung, New Territories,HK",Cayman Islands,Manufacturing and trading of cast metal products.,Industrials - Industrial Engineering - Industrial Components & Equipment (HSIC*),HKD,"3,500,000,000","5,000,000,000",HKD 0.0020,20000,30/4/2015,New
08135,ZMFY GLASS,ZMFY Automobile Glass Services Ltd.,正美豐業汽車玻璃服務有限公司,2318 Leighton Centre77 Leighton RoadCauseway BayHong Kong,Cayman Islands,Sales of automobile glass with installation/repair services and the trading of automobile glass.,Consumer Goods - Automobiles - Auto Parts (HSIC*),HKD,"661,000,000","780,000,000",HKD 0.0100,5000,3/9/2013,New
08137,HONBRIDGE,Honbridge Holdings Ltd.,洪橋集團有限公司,"Unit 5402, 54/FCentral Plaza18 Harbour RoadWanchai, Hong Kong",Cayman Islands,Production and sale of lithium ion batteries and investment in new energy and resources sector and research and exploration of mineral resources.,Industrials - Industrial Engineering - New Energy Materials (HSIC*),HKD,"7,861,821,606","1,000,000,000,000",HKD 0.0010,2000,8/1/2002,New
08138,TONGRENTANGCM,Beijing Tong Ren Tang Chinese Medicine Co. Ltd.,北京同仁堂國藥有限公司,"Room 1405-1409Office Tower, Convention Plaza1 Harbour RoadWanchai, Hong Kong",Hong Kong,"Manufacturing, retail and wholesale of Chinese medicine products and healthcare products; and provision of Chinese medical consultation and treatments.",Consumer Goods - Healthcare - Pharmaceuticals (HSIC*),HKD,"837,100,000",N/A,N/A,1000,7/5/2013,New
08139,CHANGAN RH,"Zhejiang Chang'an Renheng Technology Co., Ltd. - H Shares",浙江長安仁恒科技股份有限公司 - H股,"Laoya Tang, Si'an TownChangxing CountyZhejiang ProvincePRC",PRC,"Development, production and sale of bentonite fine chemicals.",Materials - Basic Materials - Specialty Chemicals (HSIC*),HKD,"8,000,000",N/A,RMB 1.0000,500,16/1/2015,New
08140,ICO GROUP,ICO Group Ltd.,揚科集團有限公司,"30/F, Siu On Centre188 Lockhart RoadHong Kong",Cayman Islands,Provision of IT application and solution development services; secondment services; maintenance and support services; and IT infrastructure solutions.,Information Technology - Software & Services - System Applications & IT Consulting (HSIC*),HKD,"4,000,000,000","40,000,000,000",HKD 0.0025,4000,18/3/2015,New
08141,KPA-BM HLDGS,KPa-BM Holdings Ltd.,應力控股有限公司,"4th Floor, Henry Centre131 Wo Yi Hop RoadKwai ChungNew Territories, Hong Kong",Cayman Islands,Provision of structural engineering works for the public and private sectors in Hong Kong; and trading of building material products.,Properties & Construction - Construction - Building Construction (HSIC*),HKD,"600,000,000","2,000,000,000",HKD 0.0100,10000,8/10/2015,New
08143,HUA XIA HEALTH,Hua Xia Healthcare Holdings Ltd.,華夏醫療集團有限公司,"19/F, New Wing101 King's RoadHong Kong",Cayman Islands,Provision of general hospital services and pharmaceutical wholesale and distribution and pharmaceutical retail chain business in the PRC.,Consumer Goods - Healthcare - Pharmaceuticals (HSIC*),HKD,"2,038,249,944","110,000,000,000",HKD 0.0100,4000,10/5/2002,New
08145,TSO,Telecom Service One Holdings Ltd.,電訊首科控股有限公司,"Units 1805-180718th Floor, Riley House88 Lei Muk Road, Kwai ChungNew Territories, Hong Kong",Cayman Islands,Providing repair and refurbishment services for mobile phones and other personal electronic products.,Information Technology - IT Hardware - Telecommunication Equipment (HSIC*),HKD,"120,012,000","1,000,000,000",HKD 0.1000,2000,30/5/2013,New
08147,MILLENNIUM PG,Millennium Pacific Group Holdings Ltd.,匯思太平洋集團控股有限公司,"Unit 5, 4/F, Energy PlazaNo.92 Granville RoadTsim Sha Tsui EastKowloon, Hong Kong",Cayman Islands,"Research, development, manufacturing and trading of electronic devices.",Telecommunications - Telecommunications - Satellite & Wireless Communication (HSIC*),HKD,"5,227,800,000","50,000,000,000",HKD 0.0002,4000,18/7/2014,New
